corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 1082464
query: Query:[lempos_lc="(create)-v"], GDEX:1000
Reference,Sentence
wikipedia.org | <s> It was created in 1954, combining four smaller districts. </s> 
wikipedia.org | <s> On his return, Franju studied to become a set designer and later created backdrops for music halls including Casino de Paris and the Folies Bergère. </s> 
wikipedia.org | <s> From 1986 to 1991, Columbia Pictures Television and DIC Entertainment produced an animated spin-off television series created by Harold Ramis and Dan Aykroyd, entitled The Real Ghostbusters. </s> 
wikipedia.org | <s> Ten years later, in 1979, he took over the management of Neuchâtel Xamax, a club created by the merger between FC Cantonal Neuchâtel and FC Xamax. </s> 
wikipedia.org | <s> The works of authors such as George and Bellamy became popular, and soon clubs were created across America to discuss their ideas, although these organizations rarely made any real social change. </s> 
wikipedia.org | <s> For the 1800 anniversary of the martyrdom of St. Peter, he created a chalice with detail on the foot with the Sacrifice of Abraham. </s> 
wikipedia.org | <s> Creating a 'Kings Party' of Catholics and Dissenters ignored the fact that neither group was significant in numbers; by 1680, Catholics formed 1.1 percent of the English population, Dissenters 4.4 percent. </s> 
wikipedia.org | <s> This finding suggests that LGO is a valuable predictor of job performance and it may be in the best interest of organizations to create a climate in which learning is valued over performance. </s> 
wikipedia.org | <s> A Batak creation myth told that in primordial times when the world was all ocean, the serpent stirred up sand from the ocean bed to create the first islands which create the islands of Indonesia. </s> 
wikipedia.org | <s> Energizing: Enthusiastic customers are part of the groundswell, and companies can recognize and appreciate these customers by creating online communities and social platforms where they can connect with the brand and provide reviews. </s> 
wikipedia.org | <s> His fundamental scientific work lies in the complex and controversial task of reducing the gap between the law and psychology, and in creating a bridge between these two areas of human investigation and behaviour. </s> 
wikipedia.org | <s> Professor Peter Kershaw, noted palynologist at Monash University, as cited by Bruce Pascoe in his best-selling work Dark Emu, found evidence of a sudden change in vegetation consistent with an artificial ponding system, and initial radiocarbon dating of the soil samples suggests the ponds were created up to 8,000 years ago. </s> 
wikipedia.org | <s> However, in later tests accuracy was very poor; the difference seems to have been due to a manufacturing flaw in later production runs which partially blocked one of the exhaust ports, creating asymmetrical thrust that caused the projectile to corkscrew through the air. </s> 
wikipedia.org | <s> His combination of design flair and engineering brilliance led him to create the shape and style that was to become the signature look of American speedboats. </s> 
wikipedia.org | <s> One particular painting cycle that Xhakli created is the Apocalypse, as it makes the viewer think that it's the end of the world, in fact, it is portrayed as the end of the dreadful side of the universe. </s> 
wikipedia.org | <s> Their earliest missionaries to China included Reverend William Chalmers Burns whom arrived in Xiamen (known at the time as Amoy) and Reverend George Smith following 10 years later The mission field established by Burns soon became a prosperous one with chapels, schools and hospitals created by fellow workers. </s> 
wikipedia.org | <s> The Halifax Fisheries Commission was a joint international tribunal created by the Governments of the United Kingdom and the United States in 1877 under Articles 22 and 23 of the Treaty of Washington (1871). </s> 
wikipedia.org | <s> In addition to synthesized and orchestral components, the composer focused on the choir and piano as essential elements, feeling these were important in creating the "Halo sound". </s> 
wikipedia.org | <s> To promote literacy among the common people, the fourth king of the Joseon dynasty, Sejong the Great, personally created and promulgated a new alphabet. </s> 
wikipedia.org | <s> These two meetings created a level of trust between the two men that reduced their risk of exposure when trying to turn the Wehrmacht officer. </s> 
wikipedia.org | <s> A company created as a front for SFIM, the Italian sales division of SFM, the munitions division of the French firm Gevelot. </s> 
wikipedia.org | <s> On Jeju Island, the sudden appearance of thirty-six Europeans created no small stir among the Korean inhabitants.:17 On August 21, four days after the shipwreck, Hamel and his crew were taken to Jeju city, upon which the local prefect, Yi Wonjin, sent an announcement to the king in Seoul, describing the event of the shipwreck and requesting advice on how to deal with the Dutchmen. </s> 
wikipedia.org | <s> In 1264 he was created a supposed baron by de Montfort, which title had no legal validity following the suppression of the revolt. </s> 
wikipedia.org | <s> Zinzendorf's community influenced John Wesley in creating Methodism and it contributed to the rise of Evangelicalism, a broad interdenominational movement of more than 300 million people all over the globe. </s> 
wikipedia.org | <s> She can also be seen in the hit CTV Series The Launch ( created by Scott Borchetta playing guitar in the show's house band. </s> 
wikipedia.org | <s> The local IRA units, for the most part, did not accept the Anglo-Irish Treaty negotiated to end the war -ultimately repudiating the authority of the newly created Irish Free State. </s> 
wikipedia.org | <s> Yahya moved with dispatch to settle two contentious issues by decree: the unpopular "One Unit" of West Pakistan, which was created as a condition for the 1956 constitution, was ended; and East Pakistan was awarded 162 seats out of the 300-member National Assembly. </s> 
wikipedia.org | <s> They completed the extension of the Rue de Rivoli, begun by Napoleon I, and built a network of wide boulevards to connect the railway stations and neighborhoods of the city to improve traffic circulation and create open space around the city's monuments. </s> 
